Hour Ending,,,,,,,,,,,,,
MST,(mu)g/m³,(mu)g/m³,°C,m bar,Percent,W/m2,m,m/s,m/s,°,mm,mm,
Date,PM10 (1h),PM10 (24h rolling),Temperature (1h),Pressure (1h),Relative Humidity (1h),Solar Radiation (1h),Snow Depth (1h),Wind Speed Max. (1h),Wind Speed (1h),Wind Direction (1h),Precipitation (1h),Precipitation (24h rolling),Annotations
2022-04-01 00:00:00,33.27548,16.12737,-0.485,1008,35.52,0,-0.01393714,5.243,0.91,224.7,0,0.53,
2022-04-01 01:00:00,26.11104,17.06569,-0.874,1008,38.36,0,-0.01230126,3.185,0.77,198.8,0,0.48,
2022-04-01 02:00:00,28.918,17.98799,-1.127,1009,40.26,0,0,2.806,0.416,235.5,0,0.27,
2022-04-01 03:00:00,87.3361,21.27015,-1.311,1009,41.75,0,0,3.451,0.626,262.3,0,0.06,
2022-04-01 04:00:00,82.19598,24.41492,-1.859,1009,43.96,0,-0.01057684,5.274,1.312,232.3,0,0.06,
2022-04-01 05:00:00,72.5605,27.25458,-2.246,1009,45.6,0,-0.01471855,3.942,0.941,229.4,0,0.06,
2022-04-01 06:00:00,153.0504,33.45052,-2.438,1009,45.66,0,-0.01469818,4.25,0.816,245.3,0,0.06,
2022-04-01 07:00:00,117.599,38.17466,-3.288,1010,51.36,9.628978,-0.01246352,2.171,0.537,173.5,0,0.06,
2022-04-01 08:00:00,30.43294,39.06059,-4.291,1010,57.76,48.97136,0,2.97,0.816,151.3,0,0,
2022-04-01 09:00:00,24.71138,39.96072,-2.083,1010,48.1,264.6395,0,2.755,0.622,141.3,0,0,
2022-04-01 10:00:00,17.91431,40.59516,-0.658,1011,39.18,289.2049,0,3.604,1.411,161.8,0,0,
2022-04-01 11:00:00,14.2776,41.08186,1.065,1010,32.38,659.7776,-0.0111648,4.506,1.311,164.3,0,0,
2022-04-01 12:00:00,15.65637,41.60904,1.865,1010,30.26,614.658,-0.01340212,5.489,1.877,249.3,0,0,
2022-04-01 13:00:00,19.82173,42.1784,3.013,1009,27.16,599.7012,0,4.608,1.639,219,0,0,
2022-04-01 14:00:00,39.19936,43.0575,3.407,1009,26.43,559.6461,0,7.537,2.523,261.1,0,0,
2022-04-01 15:00:00,39.59622,44.32644,4.045,1009,27.3,580.4078,-0.01012864,6.81,2.926,281.1,0,0,
2022-04-01 16:00:00,43.32312,45.27277,4.153,1009,27.22,337.9493,0,9.31,1.97,238,0,0,
2022-04-01 17:00:00,66.6629,47.63501,4.361,1009,28.16,305.225,0.002036005,6.461,2.152,284.6,0,0,
2022-04-01 18:00:00,55.21431,48.97731,4.604,1008,27.96,256.937,0.000603402,6.779,2.51,256.6,0,0,
2022-04-01 19:00:00,21.05486,49.40656,3.652,1008,31.39,53.80715,0.005203487,4.465,1.175,241.5,0,0,
2022-04-01 20:00:00,10.5575,47.8479,1.907,1009,42.98,0.3309893,0.004192833,3.881,1.444,161.7,0,0,
2022-04-01 21:00:00,9.009469,46.12285,1.42,1009,48.81,0,0,4.168,1.573,172.8,0,0,
2022-04-01 22:00:00,7.552173,45.5307,1.538,1009,50.12,0,0,5.683,2.398,154.3,0,0,
2022-04-01 23:00:00,9.240423,42.71963,1.226,1009,51.75,0,0,5.284,1.508,142.4,0,0,
2022-04-02 00:00:00,8.46556,41.68589,0.737,1009,53.08,0,0,3.994,1.506,153.2,0,0,
2022-04-02 01:00:00,12.04059,41.09962,-0.86,1008,61.53,0,0,2.632,0.137,169.8,0,0,
2022-04-02 02:00:00,11.83834,40.38796,-1.049,1008,65.4,0,0,1.014,0.028,297.7,0,0,
2022-04-02 03:00:00,10.1271,37.17092,-1.416,1008,67.27,0,-0.01557878,1.137,0.01,61.59,0,0,
2022-04-02 04:00:00,26.18291,34.83704,-1.655,1007,69.08,0,-0.0207176,0.829,0.018,248.1,0,0,
2022-04-02 05:00:00,17.7862,32.55478,-1.933,1007,71.12,0,-0.01834941,0,0,0,0,0,
2022-04-02 06:00:00,22.50958,27.11558,-2.147,1007,72.06,0,-0.01938788,1.403,0.013,227.9,0,0,
2022-04-02 07:00:00,20.09289,23.05283,-1.844,1007,70.59,9.350839,-0.01518514,1.188,0.034,130,0,0,
2022-04-02 08:00:00,13.66125,22.35401,-1.533,1007,69.91,88.04899,0,2.099,0.365,157.5,0,0,
2022-04-02 09:00:00,12.01056,21.8248,-0.585,1007,67.18,201.468,-0.01001888,2.284,0.8,138.6,0,0,
2022-04-02 10:00:00,9.541489,21.47594,0.809,1007,62.3,272.4697,-0.01221779,2.816,0.929,206.2,0,0,
2022-04-02 11:00:00,19.67475,21.70082,1.383,1007,62.12,292.1401,-0.02065277,4.751,2.02,200.8,0,0,
2022-04-02 12:00:00,24.52168,22.07021,2.604,1007,56.81,553.2623,-0.01385786,4.444,2.239,202.6,0,0,
2022-04-02 13:00:00,39.2162,22.87831,3.936,1007,45.75,774.5216,0,6.154,2.473,214.1,0,0,
2022-04-02 14:00:00,50.44187,23.34675,3.687,1007,45.33,377.0252,0,12.46,2.984,231.6,0,0,
2022-04-02 15:00:00,41.19611,23.41341,2.304,1007,52.45,371.1017,0,9.42,3.599,310.7,0.12,0.12,
2022-04-02 16:00:00,21.51427,22.50471,-0.903,1009,79.4,98.69536,0,7.096,2.607,9.41,0.68,0.8,
2022-04-02 17:00:00,9.57576,20.12608,-0.311,1009,74.6,149.9352,0.002458217,3.215,1.167,149.8,0,0.8,
2022-04-02 18:00:00,7.253969,18.12773,-0.4,1009,77.56,141.7877,0.006055047,3.277,0.637,148.1,0.49,1.29,
2022-04-02 19:00:00,7.054456,17.54438,-0.657,1010,74.25,68.78587,0.002474372,3.656,1.55,142.9,0,1.29,
2022-04-02 20:00:00,5.762665,17.34459,-1.666,1011,80.8,0.7252955,0,4.065,1.673,129.4,0,1.29,
2022-04-02 21:00:00,5.86159,17.21343,-2.128,1012,83.6,0,0,3.318,0.81,157.2,0,1.29,
2022-04-02 22:00:00,6.72575,17.179,-2.945,1012,87.1,0,0,2.181,0.303,150.3,0,1.29,
2022-04-02 23:00:00,6.572948,17.06785,-3.323,1013,86.1,0,0,2.714,0.904,154.4,0,1.29,
2022-04-03 00:00:00,7.277624,17.01836,-3.724,1013,86,0,0,2.57,0.729,168.3,0,1.29,
2022-04-03 01:00:00,5.966529,16.76527,-4.62,1013,87,0,0.002440319,2.253,0.659,141.1,0,1.29,
2022-04-03 02:00:00,5.923299,16.51881,-5.405,1013,87.5,0,0.00482046,1.741,0.234,141,0,1.29,
2022-04-03 03:00:00,5.545679,16.32792,-6.231,1013,88,0,0.004392205,1.372,0.101,27.36,0,1.29,
2022-04-03 04:00:00,5.933002,15.48417,-6.97,1013,87.6,0,0.005235581,1.423,0.154,93.7,0,1.29,
2022-04-03 05:00:00,6.524566,15.01494,-7.481,1012,87.5,0,0.007393545,0,0,0,0,1.29,
2022-04-03 06:00:00,8.494452,14.43097,-7.658,1012,87.1,0,0.01277654,1.597,0.068,67.56,0,1.29,
2022-04-03 07:00:00,9.140107,13.97461,-7.896,1012,86.8,5.684227,0.01429684,0,0,0,0,1.29,
2022-04-03 08:00:00,8.945779,13.77813,-7.225,1011,85.8,46.50447,0.01265657,1.403,0.112,120,0,1.29,
2022-04-03 09:00:00,8.979141,13.65182,-4.461,1011,76.18,196.6929,0.01104169,2.12,0.298,96,0,1.29,
2022-04-03 10:00:00,8.466298,13.60702,-0.692,1009,62.5,412.181,0.001225144,7.526,3.309,153.4,0.13,1.42,
2022-04-03 11:00:00,6.622113,13.06316,1.583,1008,51.31,694.9767,0,7.608,3.987,144.1,0,1.42,
2022-04-03 12:00:00,6.429244,12.30931,2.904,1008,43.07,698.0847,-0.01187729,8.79,4.601,154.7,0,1.42,
2022-04-03 13:00:00,10.97579,11.13263,2.759,1007,41.64,429.7639,0,9.01,4.552,154.5,0,1.42,
2022-04-03 14:00:00,10.86034,9.483395,2.485,1006,44.93,418.1845,0,8.63,4.463,150,0,1.42,
2022-04-03 15:00:00,10.49086,8.20401,2.937,1005,45.9,479.1851,0,9.69,4.288,150.7,0,1.3,
2022-04-03 16:00:00,10.07143,7.727225,2.203,1005,52.54,265.3884,-0.01999616,9.58,4.651,151.7,0,0.62,
2022-04-03 17:00:00,9.538992,7.725693,0.852,1004,67.26,95.40577,-0.02068088,7.301,3.922,154.2,0,0.62,
2022-04-03 18:00:00,11.13858,7.887551,0.618,1004,66.81,60.34573,-0.02617648,7.557,3.908,149,0,0.13,
2022-04-03 19:00:00,10.10165,8.014518,0.061,1004,70.42,20.70057,-0.01863878,6.973,3.631,150.1,0,0.13,
2022-04-03 20:00:00,9.885293,8.186294,-0.009,1004,68.9,0.4822462,-0.01955554,6.124,3.463,152,0,0.13,
2022-04-03 21:00:00,8.328259,8.289072,-0.102,1003,68.5,0,-0.0211866,7.117,3.278,154.7,0,0.13,
2022-04-03 22:00:00,7.687474,8.329144,-0.071,1003,65.33,0,-0.02149744,8.62,3.898,150.6,0,0.13,
2022-04-03 23:00:00,7.372993,8.362479,0.611,1002,57.77,0,-0.02234252,6.82,3.957,149.2,0,0.13,
2022-04-04 00:00:00,8.081098,8.395957,0.927,1001,57.33,0,-0.01817534,7.66,3.976,138,0,0.13,
2022-04-04 01:00:00,9.644053,8.549187,0.762,1000,60.76,0,-0.02099649,7.25,4.018,148.7,0,0.13,
2022-04-04 02:00:00,10.52166,8.740786,0.471,999,65.25,0,-0.01728999,7.537,3.133,142.7,0,0.13,
2022-04-04 03:00:00,11.66896,8.995922,-0.06,998,72.55,0,-0.0134009,6.83,3.351,130.7,0.07,0.2,
2022-04-04 04:00:00,9.279724,9.135369,0.321,997,66.23,0,0,6.543,2.897,132.6,0,0.2,
2022-04-04 05:00:00,9.748035,9.26968,-0.313,995,72.35,0,-0.01945378,5.304,2.67,151.4,0,0.2,
2022-04-04 06:00:00,9.009368,9.291135,-1.069,994,81.6,0.005842227,0,5.335,2.422,166.1,0.11,0.31,
2022-04-04 07:00:00,7.801204,9.235348,-1.054,992,80.3,9.411762,-0.01575532,7.066,3.56,148.1,0.11,0.42,
2022-04-04 08:00:00,6.438656,9.130884,-0.74,991,77.91,78.07562,-0.01597217,6.932,3.651,138.4,0.12,0.54,
2022-04-04 09:00:00,5.160174,8.971761,-0.285,990,77.33,228.4112,-0.01413214,7.793,4.006,142.3,0.22,0.76,
2022-04-04 10:00:00,4.06427,8.788342,0.284,990,76.53,277.6353,0,7.096,3.757,138.4,0.12,0.75,
2022-04-04 11:00:00,3.913007,8.675463,1.054,989,72.09,341.2757,-0.01096893,8.23,3.943,136.6,0.06,0.81,
2022-04-04 12:00:00,3.144633,8.538605,1.441,988,70.58,317.7452,-0.01800034,6.554,3.763,141.4,0.09,0.9,
2022-04-04 13:00:00,2.880311,8.201293,1.7,987,71.58,386.3081,0,7.373,3.587,145,0.07,0.97,
2022-04-04 14:00:00,3.934124,7.9127,2.242,986,62.37,353.7213,-0.01489057,9.77,5.138,154.3,0,0.97,
2022-04-04 15:00:00,5.208566,7.692605,2.7,986,56.32,367.3357,-0.01242946,9.2,4.592,159.3,0,0.97,
2022-04-04 16:00:00,5.882977,7.518086,1.487,986,64.42,235.0441,-0.01070951,7.342,3.397,140.5,0,0.97,
2022-04-04 17:00:00,7.604332,7.437475,-0.284,987,72.5,66.05268,0,8.72,3.266,161.3,0.56,1.53,
2022-04-04 18:00:00,4.7015,7.169263,0.095,989,51.68,265.449,0,7.649,2.667,219.1,0,1.53,
2022-04-04 19:00:00,5.532032,6.978863,-0.136,990,43.49,64.23972,0,10.52,3.101,237.5,0,1.53,
2022-04-04 20:00:00,5.839852,6.810303,-0.383,991,38.57,1.726429,-0.01145652,8.43,3.42,252.7,0,1.53,
2022-04-04 21:00:00,6.139333,6.719097,-0.572,992,40.37,0,0,16.79,4.011,255.6,0,1.53,
2022-04-04 22:00:00,10.44213,6.833875,-0.676,992,39.03,0,0,9.73,3.175,225.6,0,1.53,
2022-04-04 23:00:00,12.05972,7.029155,-0.782,993,38.5,0,-0.01033428,12.22,2.92,270.8,0,1.53,
2022-04-05 00:00:00,17.62868,7.426971,-0.877,994,37.98,0,-0.01351355,9.92,3.422,240.6,0,1.53,
2022-04-05 01:00:00,27.79639,8.183318,-1.156,994,38.42,0,-0.01935771,9.88,3.22,228.3,0,1.53,
2022-04-05 02:00:00,8.248587,8.088607,-1.294,995,38.94,0,-0.01426455,9.45,2.052,15.96,0,1.53,
2022-04-05 03:00:00,20.8846,8.472591,-1.499,996,41.78,0,-0.01763677,5.704,1.542,311.6,0,1.46,
2022-04-05 04:00:00,13.00275,8.627718,-1.621,997,42.72,0,-0.01845354,6.185,1.781,292.8,0,1.46,
2022-04-05 05:00:00,26.0651,9.307595,-1.733,998,42.57,0,-0.01482339,7.598,2.425,285.3,0,1.46,
2022-04-05 06:00:00,25.08584,9.977448,-1.797,999,42.23,0,-0.0108366,6.042,1.33,336.3,0,1.35,
2022-04-05 07:00:00,17.90941,10.39862,-1.701,1001,41.13,24.44351,0,8.48,1.901,276.9,0,1.24,
2022-04-05 08:00:00,51.1969,12.26355,-1.549,1001,40.6,94.30957,-0.01946106,8.52,2.072,250.8,0,1.12,
2022-04-05 09:00:00,80.44299,15.40033,-1.235,1002,39.11,173.0048,-0.01935436,7.905,3.377,230.3,0,0.9,
2022-04-05 10:00:00,32.04934,16.56638,-0.823,1003,37.27,219.5328,-0.02060067,8.21,1.779,249.3,0,0.78,
2022-04-05 11:00:00,9.286739,16.79029,-0.162,1004,34.31,327.2989,-0.01860449,6.533,1.803,313.3,0,0.72,
2022-04-05 12:00:00,8.90362,17.03024,0.489,1005,33.57,439.3716,-0.01084048,6.236,2.374,297.7,0,0.63,
2022-04-05 13:00:00,8.110198,17.24815,1.05,1006,33.17,519.3805,-0.01155754,6.728,3.233,278,0,0.56,
2022-04-05 14:00:00,10.93936,17.54004,1.111,1007,36.23,412.8331,-0.01515607,10.4,3.08,309.3,0,0.56,
2022-04-05 15:00:00,42.15732,19.07957,0.921,1007,42.76,383.1337,-0.01624852,8.26,3.603,331.2,0,0.56,
2022-04-05 16:00:00,9.733442,19.24001,-0.831,1009,59.48,275.1259,-0.01770947,6.062,2.157,326.1,0.23,0.79,
2022-04-05 17:00:00,4.780751,19.12236,0.862,1009,45.97,367.8016,-0.01185258,5.724,2.555,3.564,0,0.23,
2022-04-05 18:00:00,16.72351,19.62327,1.192,1010,44.76,252.8082,0,5.14,1.73,315.8,0,0.23,
2022-04-05 19:00:00,4.654678,19.58672,0.182,1011,46.24,67.15982,0,4.147,1.397,298.4,0,0.23,
2022-04-05 20:00:00,23.49995,20.32256,-1.967,1012,60.39,0.7205256,0,1.874,0.1,1.377,0,0.23,
2022-04-05 21:00:00,20.07474,20.9032,-2.657,1013,64.23,0,-0.01484557,1.731,0.068,158.9,0,0.23,
2022-04-05 22:00:00,6.193442,20.72617,-2.832,1014,63.49,0,0.001760052,2.099,0.266,122.4,0,0.23,
2022-04-05 23:00:00,4.882461,20.42712,-3.55,1014,65.38,0,0.004292891,2.12,0.325,145.3,0,0.23,
2022-04-06 00:00:00,10.45427,20.12818,-4.483,1015,69.75,0,0.005963814,1.454,0.031,137.3,0,0.23,
2022-04-06 01:00:00,10.45997,19.40583,-5.367,1016,72.72,0,0.004602398,2.662,0.189,144.4,0,0.23,
2022-04-06 02:00:00,7.221914,19.36305,-6.081,1017,74.77,0,0.007271872,1.536,0.041,185.4,0,0.23,
2022-04-06 03:00:00,7.746977,18.81565,-6.526,1018,76.27,0,0.006288755,0.737,0.005,313.9,0,0.23,
2022-04-06 04:00:00,15.43186,18.91687,-6.87,1019,79.01,0,0.005731706,1.833,0.173,148.3,0,0.23,
2022-04-06 05:00:00,16.939,18.53661,-7.242,1019,81.4,0,0.006273649,2.161,0.215,158.6,0,0.23,
2022-04-06 06:00:00,30.7214,18.77143,-7.53,1020,83.1,0,0.004024051,0,0,0,0,0.23,
2022-04-06 07:00:00,25.99591,19.10836,-7.125,1021,82.4,28.46345,0.00304504,0,0,0,0,0.23,
2022-04-06 08:00:00,14.08115,17.56187,-5.63,1022,72.7,93.41005,0,1.679,0.111,186.2,0,0.23,
2022-04-06 09:00:00,16.02331,14.87772,-3.18,1022,60.87,308.8748,-0.01165477,1.915,0.173,77.84,0,0.23,
2022-04-06 10:00:00,15.50128,14.18822,-0.573,1022,48.26,353.9312,-0.01466283,6.308,1.38,67.21,0,0.23,
2022-04-06 11:00:00,18.07873,14.55455,0.532,1022,39.63,506.9298,0.00011488,7.096,2.925,258.1,0,0.23,
2022-04-06 12:00:00,34.80251,15.63367,1.593,1022,32.58,781.8868,0,8.57,3.709,266.7,0,0.23,
2022-04-06 13:00:00,51.56444,17.44427,2.206,1023,30.49,877.3392,-0.01269186,8.7,4.058,280.2,0,0.23,
2022-04-06 14:00:00,33.42707,18.38125,2.593,1023,29.92,859.086,-0.01565624,8.15,3.596,307.9,0,0.23,
2022-04-06 15:00:00,68.50075,19.4789,3.164,1023,25.65,762.6341,-0.0134959,7.608,3.583,300,0,0.23,
2022-04-06 16:00:00,67.91755,21.90323,3.635,1023,24.79,636.5372,-0.01186553,8.14,3.011,297.5,0,0,
2022-04-06 17:00:00,64.07993,24.37403,4.092,1023,23.9,488.4833,-0.01311929,6.83,2.261,290.9,0,0,
2022-04-06 18:00:00,19.11347,24.47362,4.218,1023,22.74,286.2095,-0.01315758,5.693,1.552,268.2,0,0,
2022-04-06 19:00:00,18.8718,25.06599,2.677,1024,26.73,67.19874,-0.01228009,4.618,0.842,245,0,0,
2022-04-06 20:00:00,37.93642,25.66751,-0.203,1024,40.3,1.017498,-0.01504484,2.017,0.132,69.12,0,0,
2022-04-06 21:00:00,65.95807,27.57932,-1.352,1025,45.14,0,-0.01936764,2.161,0.265,74.06,0,0,
2022-04-06 22:00:00,66.15093,30.07755,-2.247,1025,50.95,0,0,1.987,0.085,147.3,0,0,
2022-04-06 23:00:00,18.96284,30.66423,-3.326,1025,57.44,0,-0.0137376,1.71,0.047,194.9,0,0,
2022-04-07 00:00:00,19.00963,31.0207,-3.729,1025,60.37,0,0,0,0,0,0,0,
2022-04-07 01:00:00,21.4441,31.47838,-4.453,1025,66.42,0,0,0,0,0,0,0,
2022-04-07 02:00:00,26.18982,32.26871,-5.312,1025,69.67,0,0,0.963,0.009,8.73,0,0,
2022-04-07 03:00:00,23.70048,32.93343,-5.83,1025,73.4,0,0,0.481,0.003,359.2,0,0,
2022-04-07 04:00:00,29.17565,33.50609,-6.308,1025,75.12,0,0,0,0,0,0,0,
2022-04-07 05:00:00,24.828,33.8348,-6.757,1025,77.51,0,0,0,0,0,0,0,
2022-04-07 06:00:00,32.35282,33.90278,-7.093,1026,78.98,0.01037763,0,0.973,0.024,91,0,0,
2022-04-07 07:00:00,29.40821,34.04496,-6.883,1026,78.35,16.26696,0,1.014,0.034,81.4,0,0,
2022-04-07 08:00:00,26.48585,34.56182,-6.304,1026,75.21,47.23314,0,0.983,0.011,84.8,0,0,
2022-04-07 09:00:00,25.82595,34.97026,-2.205,1026,55.2,369.9957,0,1.147,0.071,58.68,0,0,
2022-04-07 10:00:00,11.35201,34.79737,2.001,1025,39.42,480.5653,0,3.901,0.904,170.8,0,0,
2022-04-07 11:00:00,14.60081,34.65246,4.652,1025,32.46,699.8484,-0.01498769,4.874,2.53,176.8,0,0,
2022-04-07 12:00:00,47.49628,35.18137,6.145,1024,31.3,759.2453,0,5.427,3.001,183,0,0,
2022-04-07 13:00:00,41.23953,34.75117,7.396,1024,30.5,771.1979,-0.01441889,6.134,3.595,199.4,0,0,
2022-04-07 14:00:00,38.34778,34.9562,8.19,1023,29.64,796.2957,-0.01440346,5.929,3.902,206.8,0,0,
2022-04-07 15:00:00,20.83283,32.97003,9.16,1023,26.73,686.6683,-0.01476399,5.417,2.51,186,0,0,
2022-04-07 16:00:00,31.24932,31.44219,10.1,1022,26.59,639.0766,-0.01447141,5.96,3.312,195.6,0,0,
2022-04-07 17:00:00,34.91586,30.22702,9.95,1022,25.29,400.6948,-0.01650762,5.612,2.696,182.6,0,0,
2022-04-07 18:00:00,21.96695,30.34591,8.96,1021,26.58,156.3268,-0.01690811,4.188,2.108,167.9,0,0,
2022-04-07 19:00:00,21.23208,30.44426,7.078,1020,28.94,47.54593,-0.0192011,4.977,1.378,158,0,0,
2022-04-07 20:00:00,32.02595,30.19799,3.637,1020,40.38,1.902503,-0.01047419,1.628,0.107,185.8,0,0,
2022-04-07 21:00:00,39.89298,29.11194,1.564,1020,51.55,0,0,1.198,0.035,33.9,0,0,
2022-04-07 22:00:00,18.93645,27.14467,0.626,1020,55.54,0,0,0.748,0.016,32.83,0,0,
2022-04-07 23:00:00,17.99426,27.10432,-0.208,1019,59.07,0,-0.01677029,1.731,0.035,94.8,0,0,
2022-04-08 00:00:00,18.83856,27.09719,-0.848,1019,63.67,0,0,1.536,0.061,137.3,0,0,
2022-04-08 01:00:00,22.31905,27.13364,-1.33,1018,66.42,0,0,1.597,0.026,161.1,0,0,
2022-04-08 02:00:00,15.05077,26.66952,-1.226,1018,65.05,0,0,1.198,0.025,100.7,0,0,
2022-04-08 03:00:00,16.36134,26.36372,-1.261,1017,65.86,0,-0.01469209,0.993,0.028,335.3,0,0,
2022-04-08 04:00:00,27.0994,26.27721,-0.926,1015,63.33,0,-0.01155418,1.853,0.116,314,0,0,
2022-04-08 05:00:00,25.60114,26.30942,-1.548,1014,66.51,0,-0.01567299,1.761,0.028,316.7,0,0,
2022-04-08 06:00:00,27.31447,26.09949,-2.328,1013,70.58,0,-0.01468844,1.178,0.026,17.44,0,0,
2022-04-08 07:00:00,23.47549,25.8523,-0.8,1012,63.12,12.50666,0,2.427,0.17,203.7,0,0,
2022-04-08 08:00:00,16.75808,25.44697,0.515,1011,53.58,46.88739,0,2.355,0.177,240.2,0,0,
2022-04-08 09:00:00,17.11629,25.08407,3.902,1010,44.97,354.3337,0,2.058,0.136,328.7,0,0,
2022-04-08 10:00:00,22.36656,25.54301,10.84,1008,24.94,492.9389,-0.01697791,9.58,4.163,134.9,0,0,
2022-04-08 11:00:00,45.83799,26.84456,10.96,1007,26.38,286.8562,-0.01368234,12.25,5.889,140.3,0,0,
2022-04-08 12:00:00,37.86549,26.44328,9.72,1007,36.73,163.9057,-0.01685627,11.53,5.277,151.3,0,0,
2022-04-08 13:00:00,29.61856,25.95907,8.17,1006,47.45,157.713,-0.02049854,9.51,4.789,149.6,0,0,
2022-04-08 14:00:00,22.33994,25.29208,7.171,1006,53.19,281.4072,-0.02347956,8.56,4.785,147.8,0,0,
2022-04-08 15:00:00,28.18618,25.59846,8.21,1005,48.03,658.4896,-0.02045155,10.89,5.421,143,0,0,
2022-04-08 16:00:00,36.69111,25.82521,9.01,1004,36.53,651.2071,-0.02317037,11.8,5.929,156.2,0,0,
2022-04-08 17:00:00,46.12086,26.29208,8.28,1003,32.4,462.6391,-0.02609055,12.54,6.858,153.5,0,0,
2022-04-08 18:00:00,50.07962,27.46344,6.949,1003,32.9,190.9917,-0.02373313,10.61,6.212,153.6,0,0,
2022-04-08 19:00:00,37.32739,28.13408,4.653,1003,45.07,15.98573,-0.01861254,10.49,5.124,191.5,0.17,0.17,
2022-04-08 20:00:00,9.308425,27.18752,-0.208,1004,88.4,0.09078939,0,5.345,1.118,336.6,1.83,2,
2022-04-08 21:00:00,9.112155,25.90498,-0.958,1005,89.7,0.000283431,-0.01702965,0,0,0,0.38,2.38,
2022-04-08 22:00:00,9.001621,25.49103,-1.298,1004,89.6,0,0.01288626,0,0,0,0,2.38,
2022-04-08 23:00:00,8.726376,25.10487,-1.943,1004,89.9,0,-0.03696049,0,0,0,0,2.38,
2022-04-09 00:00:00,9.986181,24.73602,-1.916,1003,86.7,0,0.0490122,0,0,0,0,2.38,
2022-04-09 01:00:00,6.591341,24.0807,-2.064,1004,86.1,0,0.03583634,0,0,0,0,2.38,
2022-04-09 02:00:00,5.267183,23.67305,-2.836,1004,87.2,0,-0.02852391,0,0,0,0,2.38,
2022-04-09 03:00:00,3.394671,23.13277,-2.764,1004,86.9,0,-0.01275773,0,0,0,0,2.38,
2022-04-09 04:00:00,3.211881,22.13746,-2.694,1005,86.1,0,0.01908485,0,0,0,0.06,2.44,
2022-04-09 05:00:00,2.824596,21.18844,-2.907,1005,86.2,0,0.05617594,0,0,0,0,2.44,
2022-04-09 06:00:00,2.440145,20.15201,-3.031,1005,87.5,0.007146012,0.04867421,0,0,0,0,2.44,
2022-04-09 07:00:00,1.656852,19.2429,-3.011,1005,88.3,5.881184,0.01242508,0,0,0,0,2.44,
2022-04-09 08:00:00,1.050707,18.58842,-2.712,1006,85.3,25.63383,0.01671296,0,0,0,0,2.44,
2022-04-09 09:00:00,1.651605,17.94406,-2.152,1005,76.64,72.79971,0,0,0,0,0,2.44,
2022-04-09 10:00:00,1.530634,17.0759,-1.352,1006,69.68,100.473,0,3.717,1.669,165.5,1.28,3.72,
2022-04-09 11:00:00,3.08379,15.29447,-1.1,1006,64.12,96.76004,0.01472504,4.147,1.032,166.3,0.12,3.84,
2022-04-09 12:00:00,3.404901,13.85861,0.057,1006,49.14,192.3356,-0.01520804,3.912,1.001,211.9,0,3.84,
2022-04-09 13:00:00,1.864435,12.70219,0.381,1006,41.81,539.5354,0,7.823,2.482,201.6,0,3.84,
2022-04-09 14:00:00,5.467412,11.99917,-0.175,1005,45.74,447.7643,-0.01442864,10.33,2.86,233.3,0,3.84,
2022-04-09 15:00:00,6.257561,11.08548,-1.349,1005,59.47,281.8774,-0.01179043,7.025,2.599,270,0,3.84,
2022-04-09 16:00:00,5.925722,9.803586,-0.954,1005,55.85,395.9613,-0.01833373,7.229,2.611,220.4,0,3.84,
2022-04-09 17:00:00,5.038395,8.091817,0.082,1005,39.44,441.2648,-0.01468367,8.25,2.169,235.2,0,3.84,
2022-04-09 18:00:00,5.149565,6.219731,0.603,1005,29.21,344.2378,-0.011285,5.724,1.944,236.4,0,3.84,
2022-04-09 19:00:00,12.44339,5.182898,-1.235,1006,37.72,44.69187,-0.01891034,6.748,3.357,321.1,0,3.67,
2022-04-09 20:00:00,9.732786,5.200579,-1.972,1006,39.75,1.861715,0,8.94,1.575,220.1,0,1.84,
2022-04-09 21:00:00,10.26098,5.248447,-3.166,1006,53.15,0,0,1.976,0.214,221,0,1.46,
2022-04-09 22:00:00,7.38682,5.181164,-4.796,1006,67.76,0,0,3.482,0.726,151.3,0,1.46,
2022-04-09 23:00:00,8.484252,5.171075,-6.359,1006,73.93,0,-0.02487881,1.823,0.109,203.2,0,1.46,
2022-04-10 00:00:00,7.917607,5.084885,-7.393,1006,79.08,0,-0.02829566,1.526,0.134,118.8,0,1.46,
2022-04-10 01:00:00,8.749962,5.174827,-8.32,1006,82.7,0,-0.03084807,0,0,0,0,1.46,
2022-04-10 02:00:00,11.70621,5.44312,-8.76,1006,84.2,0,-0.02722449,1.096,0.023,82.2,0,1.46,
2022-04-10 03:00:00,23.72447,6.290195,-8.88,1006,78.96,0,-0.03439427,1.864,0.194,1.91,0,1.46,
2022-04-10 04:00:00,35.28133,7.626422,-9.61,1006,81.3,0,-0.03482803,0,0,0,0,1.4,
2022-04-10 05:00:00,37.54332,9.073035,-10.01,1006,83.4,0,-0.0302593,0,0,0,0,1.4,
2022-04-10 06:00:00,64.42467,11.65572,-10.05,1006,81.4,0,-0.02626643,1.475,0.048,0.101,0,1.4,
2022-04-10 07:00:00,82.31278,15.01639,-9.53,1006,71.73,11.12476,-0.02192142,2.161,0.642,338,0,1.4,
2022-04-10 08:00:00,88.12723,18.64458,-9.43,1006,72.6,59.57671,-0.01473792,0,0,0,0,1.4,
2022-04-10 09:00:00,133.353,24.13213,-5.791,1006,54.99,442.1893,0,0.993,0.041,63.48,0,1.4,
